Sample Number	Value
1767	-1.0693
1768	0.890092
1769	0.890092
1770	-1.14349
1771	-1.14349
1772	1.02379
1773	1.02379
1774	-1.01316
1775	-1.01316
1776	-0.861999
1777	-0.861999
1778	0.98085
1779	0.98085
1780	1.02343
1781	1.02343
1782	-1.03214
1783	-1.03214
1784	-1.25978
1785	-1.25978
1786	1.12385
1787	1.12385
1788	0.879439
1789	0.879439
1790	0.669764
1791	0.669764
1792	-1.03486
1793	-1.03486
1794	1.29053
1795	1.29053
1796	0.825987
1797	0.825987
1798	1.14136
1799	1.14136
1800	1.13558
1801	1.13558
1802	-0.965144
1803	-0.965144
1804	1.1166
1805	1.1166
1806	0.552838
1807	0.552838
1808	0.19005
1809	0.19005
1810	-1.17319
1811	-1.17319
1812	0.937182
1813	0.937182
1814	0.937007
1815	0.937007
1816	0.695359
1817	0.695359
1818	-1.26609
1819	-1.26609
1820	-0.888537
1821	-0.888537
1822	0.760929
1823	0.760929
1824	-0.948473
1825	-0.948473
1826	0.71189
1827	0.71189
1828	-1.09151
1829	-1.09151
1830	-1.07549
1831	-1.07549
1832	0.983294
1833	0.983294
1834	0.0648535
1835	0.0648535
1836	-1.29366
1837	-1.29366
1838	-0.964273
1839	-0.964273
1840	-1.10369
1841	-1.10369
1842	-1.19854
1843	-1.19854
1844	0.539968
1845	0.539968
1846	0.77978
1847	0.77978
1848	-0.88004
1849	-0.88004
1850	-1.28171
1851	-1.28171
1852	-0.203401
1853	-0.203401
1854	0.661199
1855	0.661199
1856	-0.802326
1857	-0.802326
1858	0.376788
1859	0.376788
1860	-0.768495
1861	-0.768495
1862	0.909509
1863	0.909509
1864	1.06639
1865	1.06639
1866	-1.01571
1867	-1.01571
1868	0.915521
1869	0.915521
1870	-0.993497
1871	-0.993497
1872	1.04635
1873	1.04635
1874	1.11643
1875	1.11643
1876	0.947415
1877	0.947415
1878	0.96125
1879	0.96125
1880	-1.37756
1881	-1.37756
1882	1.05904
1883	1.05904
1884	-1.02523
1885	-1.02523
1886	-0.831467
1887	-0.831467
1888	1.19782
1889	1.19782
1890	-0.829157
1891	-0.829157
1892	0.847004
1893	0.847004
1894	0.608054
1895	0.608054
1896	-1.282
1897	-1.282
1898	0.996279
1899	0.996279
1900	-0.451688
1901	-0.451688
1902	0.877157
1903	0.877157
1904	-1.18245
1905	-1.18245
1906	-0.784361
1907	-0.784361
1908	0.694983
1909	0.694983
1910	-0.270012
1911	-0.270012
1912	0.960507
1913	0.960507
1914	-0.863699
1915	-0.863699
1916	-1.08973
1917	-1.08973
1918	0.826894
1919	0.826894
1920	-0.789399
1921	-0.789399
1922	0.835699
1923	0.835699
1924	-0.795638
1925	-0.795638
1926	-0.834148
1927	-0.834148
1928	0.828344
1929	0.828344
1930	0.421097
1931	0.421097
1932	0.821927
1933	0.821927
1934	-0.58554
1935	-0.58554
1936	-1.2082
1937	-1.2082
1938	-0.667155
1939	-0.667155
1940	0.0745737
1941	0.0745737
1942	-1.02052
1943	-1.02052
1944	-1.24808
1945	-1.24808
1946	-0.704388
1947	-0.704388
1948	1.20885
1949	1.20885
1950	0.746169
1951	0.746169
1952	0.91459
1953	0.91459
1954	0.604621
1955	0.604621
1956	1.15865
1957	1.15865
1958	-1.11095
1959	-1.11095
1960	1.07488
1961	1.07488
1962	1.17467
1963	1.17467
1964	-0.70517
1965	-0.70517
1966	-0.968242
1967	-0.968242
1968	-0.871454
1969	-0.871454
1970	0.81327
1971	0.81327
1972	0.850383
1973	0.850383
1974	-1.07988
1975	-1.07988
1976	1.01668
1977	1.01668
1978	0.774381
1979	0.774381
1980	1.22935
1981	1.22935
1982	0.93884
1983	0.93884
1984	-0.862536
1985	-0.862536
1986	-0.979669
1987	-0.979669
1988	0.855728
1989	0.855728
1990	0.835983
1991	0.835983
1992	-1.05872
1993	-1.05872
1994	0.927395
1995	0.927395
1996	0.815874
1997	0.815874
1998	1.24749
1999	1.24749
2000	1.21066
2001	1.21066
2002	-1.11921
2003	-1.11921
2004	0.701096
2005	0.701096
2006	1.02071
2007	1.02071
2008	0.975199
2009	0.975199
2010	-1.10285
2011	-1.10285
2012	0.976616
2013	0.976616
2014	-0.930267
2015	-0.930267
2016	0.933684
2017	0.933684
2018	0.993033
2019	0.993033
2020	-1.27848
2021	-1.27848
2022	0.978231
2023	0.978231
2024	-1.01252
2025	-1.01252
2026	-0.963295
2027	-0.963295
2028	0.779947
2029	0.779947
2030	-0.573822
2031	-0.573822
2032	0.497089
2033	0.497089
2034	-0.93093
2035	-0.93093
2036	-0.966526
2037	-0.966526
2038	1.1365
2039	1.1365
2040	1.40301
2041	1.40301
2042	0.891751
2043	0.891751
2044	0.610803
2045	0.610803
2046	-0.910444
2047	-0.910444
2048	-0.722727
2049	-0.722727
2050	0.879588
2051	0.879588
2052	0.686111
2053	0.686111
2054	1.10601
2055	1.10601
2056	-0.913804
2057	-0.913804
2058	-0.869824
2059	-0.869824
2060	0.598763
2061	0.598763
2062	-1.05181
2063	-1.05181
2064	1.10467
2065	1.10467
2066	0.952913
2067	0.952913
2068	-1.01872
2069	-1.01872
2070	1.07564
2071	1.07564
2072	0.840134
2073	0.840134
2074	1.143
2075	1.143
2076	1.07094
2077	1.07094
2078	-0.766401
2079	-0.766401
2080	1.00177
2081	1.00177
2082	-0.786625
2083	-0.786625
2084	-0.900136
2085	-0.900136
2086	0.882096
2087	0.882096
2088	-1.21894
2089	-1.21894
2090	1.10343
2091	1.10343
2092	1.06326
2093	1.06326
2094	-0.916631
2095	-0.916631
2096	0.921387
2097	0.921387
2098	-1.36792
2099	-1.36792
2100	-0.647662
2101	-0.647662
2102	1.09341
2103	1.09341
2104	0.970357
2105	0.970357
2106	-1.03582
2107	-1.03582
2108	-0.760972
2109	-0.760972
2110	0.951861
2111	0.951861
2112	1.09525
2113	1.09525
2114	0.88525
2115	0.88525
2116	-1.09809
2117	-1.09809
2118	-0.825622
2119	-0.825622
2120	1.10416
2121	1.10416
2122	0.668599
2123	0.668599
2124	-0.386171
2125	-0.386171
2126	1.03058
2127	1.03058
2128	-0.983375
2129	-0.983375
2130	-1.1211
2131	-1.1211
2132	-0.963877
2133	-0.963877
2134	-1.26527
2135	-1.26527
2136	1.28106
2137	1.28106
2138	0.839964
2139	0.839964
2140	-0.873609
2141	-0.873609
2142	-1.00372
2143	-1.00372
2144	-0.256206
2145	-0.256206
2146	1.21214
2147	1.21214
2148	0.841341
2149	0.841341
2150	-0.545948
2151	-0.545948
2152	0.936433
2153	0.936433
2154	-1.12737
2155	-1.12737
2156	-0.981943
2157	-0.981943
2158	1.08338
2159	1.08338
2160	-0.769884
2161	-0.769884
2162	1.18814
2163	1.18814
2164	-1.04616
2165	-1.04616
2166	-0.758383
2167	-0.758383
2168	0.844428
2169	0.844428
2170	-1.01403
2171	-1.01403
2172	-0.969258
2173	-0.969258
2174	-0.981956
2175	-0.981956
2176	-0.820592
2177	-0.820592
2178	0.942749
2179	0.942749
2180	0.185213
2181	0.185213
2182	-1.02966
2183	-1.02966
2184	-0.986871
2185	-0.986871
2186	-0.803771
2187	-0.803771
2188	1.08044
2189	1.08044
2190	-0.790589
2191	-0.790589
2192	1.25239
2193	1.25239
2194	-0.791504
2195	-0.791504
2196	1.01495
2197	1.01495
2198	0.820172
2199	0.820172
2200	-1.02189
2201	-1.02189
2202	1.08091
2203	1.08091
2204	0.718833
2205	0.718833
2206	1.09366
2207	1.09366
2208	0.737377
2209	0.737377
2210	1.01949
2211	1.01949
2212	-0.449199
2213	-0.449199
2214	-0.96393
2215	-0.96393
2216	-0.904813
2217	-0.904813
2218	1.14389
2219	1.14389
2220	-0.883142
2221	-0.883142
2222	-0.483391
2223	-0.483391
2224	-1.1946
2225	-1.1946
2226	-1.03783
2227	-1.03783
2228	0.908903
2229	0.908903
2230	-0.996106
2231	-0.996106
2232	0.436495
2233	0.436495
2234	-1.18981
2235	-1.18981
2236	1.12274
2237	1.12274
2238	1.07347
2239	1.07347
2240	-0.703782
2241	-0.703782
2242	0.961236
2243	0.961236
2244	-1.12641
2245	-1.12641
2246	0.934883
2247	0.934883
2248	0.904912
2249	0.904912
2250	-1.23182
2251	-1.23182
2252	0.855181
2253	0.855181
2254	-0.921555
2255	-0.921555
2256	0.966907
2257	0.966907
2258	0.765693
2259	0.765693
2260	-0.92952
2261	-0.92952
2262	0.394202
2263	0.394202
2264	1.08214
2265	1.08214
2266	0.709255
2267	0.709255
2268	-0.795864
2269	-0.795864
2270	-0.887568
2271	-0.887568
2272	1.0075
2273	1.0075
2274	-0.960451
2275	-0.960451
2276	0.639364
2277	0.639364
2278	-1.21773
2279	-1.21773
2280	-0.862628
2281	-0.862628
2282	1.09967
2283	1.09967
2284	-0.708509
2285	-0.708509
2286	-0.825582
2287	-0.825582
2288	1.16871
2289	1.16871
2290	-0.781919
2291	-0.781919
2292	0.861331
2293	0.861331
2294	-0.948148
2295	-0.948148
2296	-0.983356
2297	-0.983356
2298	0.151872
2299	0.151872
2300	-0.688588
2301	-0.688588
2302	1.04748
2303	1.04748
2304	-1.1033
2305	-1.1033
2306	-1.00874
2307	-1.00874
2308	-1.24036
2309	-1.24036
2310	-1.08914
2311	-1.08914
2312	1.07495
2313	1.07495
2314	-0.863232
2315	-0.863232
2316	0.92979
2317	0.92979
2318	0.983451
2319	0.983451
2320	0.785876
2321	0.785876
2322	-1.2607
2323	-1.2607
2324	-1.11636
2325	-1.11636
2326	-1.05189
2327	-1.05189
2328	0.803263
2329	0.803263
2330	0.843436
2331	0.843436
2332	0.703744
2333	0.703744
2334	-1.04494
2335	-1.04494
2336	1.00522
2337	1.00522
2338	-0.636292
2339	-0.636292
2340	-0.850538
2341	-0.850538
2342	1.09277
2343	1.09277
2344	-1.32783
2345	-1.32783
2346	1.05267
2347	1.05267
2348	-0.825042
2349	-0.825042
2350	-0.944801
2351	-0.944801
2352	1.18131
2353	1.18131
2354	-1.13137
2355	-1.13137
2356	-0.858729
2357	-0.858729
2358	-0.963351
2359	-0.963351
2360	1.12572
2361	1.12572
2362	-1.01632
2363	-1.01632
2364	-0.817992
2365	-0.817992
2366	-1.06612
2367	-1.06612
2368	0.256611
2369	0.256611
2370	-0.83364
2371	-0.83364
2372	-0.939836
2373	-0.939836
2374	-1.19566
2375	-1.19566
2376	0.87378
2377	0.87378
2378	-1.12703
2379	-1.12703
2380	-0.877198
2381	-0.877198
2382	-0.968034
2383	-0.968034
2384	0.934175
2385	0.934175
2386	0.648724
2387	0.648724
2388	-0.924535
2389	-0.924535
2390	-0.989375
2391	-0.989375
2392	1.03429
2393	1.03429
2394	0.865524
2395	0.865524
2396	1.22653
2397	1.22653
2398	0.97371
2399	0.97371
2400	-1.00385
2401	-1.00385
2402	-0.755732
2403	-0.755732
2404	-0.346671
2405	-0.346671
2406	-1.06037
2407	-1.06037
2408	-0.956252
2409	-0.956252
2410	-1.39241
2411	-1.39241
2412	1.23629
2413	1.23629
2414	-1.08105
2415	-1.08105
2416	-1.09591
2417	-1.09591
2418	0.700834
2419	0.700834
2420	-0.792092
2421	-0.792092
2422	0.845413
2423	0.845413
2424	-0.892944
2425	-0.892944
2426	-1.07519
2427	-1.07519
2428	-0.865672
2429	-0.865672
2430	-1.08543
2431	-1.08543
2432	-1.05555
2433	-1.05555
2434	-0.927871
2435	-0.927871
2436	-1.1607
2437	-1.1607
2438	-0.954675
2439	-0.954675
2440	-1.16725
2441	-1.16725
2442	0.940451
2443	0.940451
2444	0.524999
2445	0.524999
2446	-0.958193
2447	-0.958193
2448	-0.852954
2449	-0.852954
2450	-0.903301
2451	-0.903301
2452	-0.766223
2453	-0.766223
2454	-0.726686
2455	-0.726686
2456	0.675192
2457	0.675192
2458	1.21905
2459	1.21905
2460	-0.872031
2461	-0.872031
2462	-0.596031
2463	-0.596031
2464	1.0918
2465	1.0918
2466	1.1081
2467	1.1081
2468	1.12055
2469	1.12055
2470	-1.03171
2471	-1.03171
2472	1.00744
2473	1.00744
2474	0.967311
2475	0.967311
2476	1.23249
2477	1.23249
2478	1.05795
2479	1.05795
2480	-1.40819
2481	-1.40819
2482	0.954379
2483	0.954379
2484	0.992026
2485	0.992026
2486	0.893347
2487	0.893347
2488	0.871947
2489	0.871947
2490	1.17679
2491	1.17679
2492	0.877389
2493	0.877389
2494	0.900179
2495	0.900179
2496	0.791642
2497	0.791642
2498	-0.95036
2499	-0.95036
2500	-0.882485
2501	-0.882485
2502	0.890144
2503	0.890144
2504	-1.18864
2505	-1.18864
2506	-1.06436
2507	-1.06436
2508	-0.649386
2509	-0.649386
2510	1.15323
2511	1.15323
2512	0.894416
2513	0.894416
2514	-0.823362
2515	-0.823362
2516	-0.981713
2517	-0.981713
2518	-0.883218
2519	-0.883218
2520	1.22553
2521	1.22553
2522	0.926821
2523	0.926821
2524	0.883344
2525	0.883344
2526	-0.703073
2527	-0.703073
2528	0.85374
2529	0.85374
2530	1.32065
2531	1.32065
2532	0.846937
2533	0.846937
2534	-0.98218
2535	-0.98218
2536	1.15725
2537	1.15725
2538	1.17103
2539	1.17103
2540	-0.837914
2541	-0.837914
2542	1.3376
2543	1.3376
2544	0.956216
2545	0.956216
2546	0.81682
2547	0.81682
2548	0.952738
2549	0.952738
2550	-0.868537
2551	-0.868537
2552	1.00953
2553	1.00953
2554	1.09328
2555	1.09328
2556	0.728027
2557	0.728027
2558	1.19919
2559	1.19919
2560	-0.652402
2561	-0.652402
2562	0.421069
2563	0.421069
2564	1.04363
2565	1.04363
2566	1.01442
2567	1.01442
2568	1.22176
2569	1.22176
2570	-1.28111
2571	-1.28111
2572	-1.06063
2573	-1.06063
2574	-0.76073
2575	-0.76073
2576	-1.03002
2577	-1.03002
2578	-0.941253
2579	-0.941253
2580	0.51048
2581	0.51048
2582	1.02786
2583	1.02786
2584	0.750781
2585	0.750781
2586	1.01186
2587	1.01186
2588	-0.837337
2589	-0.837337
2590	-1.19623
2591	-1.19623
2592	1.25538
2593	1.25538
2594	0.860883
2595	0.860883
2596	1.06117
2597	1.06117
2598	0.995559
2599	0.995559
2600	0.767821
2601	0.767821
2602	-0.914961
2603	-0.914961
2604	-1.33588
2605	-1.33588
2606	1.14093
2607	1.14093
2608	1.21602
2609	1.21602
2610	-0.107843
2611	-0.107843
2612	-0.83746
2613	-0.83746
2614	-0.612216
2615	-0.612216
2616	0.826883
2617	0.826883
2618	0.859696
2619	0.859696
2620	0.992949
2621	0.992949
2622	-0.661888
2623	-0.661888
2624	0.747473
2625	0.747473
2626	-1.03901
2627	-1.03901
2628	-1.43708
2629	-1.43708
2630	1.00042
2631	1.00042
2632	0.930472
2633	0.930472
2634	0.983189
2635	0.983189
2636	-0.775144
2637	-0.775144
2638	-1.05604
2639	-1.05604
2640	-0.985287
2641	-0.985287
2642	1.12203
2643	1.12203
2644	-0.797691
2645	-0.797691
2646	0.694293
2647	0.694293
2648	0.967295
2649	0.967295
2650	-0.593069
2651	-0.593069
2652	-0.794142
2653	-0.794142
2654	-1.03183
2655	-1.03183
2656	-1.04797
2657	-1.04797
2658	1.18764
2659	1.18764
2660	-1.01204
2661	-1.01204
2662	-0.785374
2663	-0.785374
2664	-1.12086
2665	-1.12086
2666	1.00183
2667	1.00183
2668	0.950646
2669	0.950646
2670	-0.906859
2671	-0.906859
2672	-0.835519
2673	-0.835519
2674	-0.743736
2675	-0.743736
2676	0.857234
2677	0.857234
2678	1.18878
2679	1.18878
2680	-1.02815
2681	-1.02815
2682	1.02508
2683	1.02508
2684	0.723068
2685	0.723068
2686	1.1143
2687	1.1143
2688	-0.508023
2689	-0.508023
2690	1.31595
2691	1.31595
2692	1.21898
2693	1.21898
2694	1.11393
2695	1.11393
2696	0.959631
2697	0.959631
2698	-0.80843
2699	-0.80843
2700	-1.0435
2701	-1.0435
2702	-0.704444
2703	-0.704444
2704	0.935771
2705	0.935771
2706	1.03991
2707	1.03991
2708	-0.986648
2709	-0.986648
2710	-1.12216
2711	-1.12216
2712	1.00835
2713	1.00835
2714	-0.652544
2715	-0.652544
2716	0.989531
2717	0.989531
2718	-0.970381
2719	-0.970381
2720	-0.936714
2721	-0.936714
2722	-0.743841
2723	-0.743841
2724	-1.13644
2725	-1.13644
2726	0.972972
2727	0.972972
2728	0.91936
2729	0.91936
2730	-0.967023
2731	-0.967023
2732	0.633435
2733	0.633435
2734	-1.27589
2735	-1.27589
2736	-0.876433
2737	-0.876433
2738	-0.930681
2739	-0.930681
2740	0.710852
2741	0.710852
2742	1.02904
2743	1.02904
2744	-0.817927
2745	-0.817927
2746	-0.766378
2747	-0.766378
2748	1.04495
2749	1.04495
2750	0.411164
2751	0.411164
2752	-0.552745
2753	-0.552745
2754	-0.597637
2755	-0.597637
2756	0.198905
2757	0.198905
2758	-1.0346
2759	-1.0346
2760	1.01669
2761	1.01669
2762	0.730555
2763	0.730555
2764	-0.847702
2765	-0.847702
2766	1.19901
2767	1.19901
2768	-0.830472
2769	-0.830472
2770	-0.978392
2771	-0.978392
2772	0.959052
2773	0.959052
2774	-1.072
2775	-1.072
2776	0.868811
2777	0.868811
2778	-1.05996
2779	-1.05996
2780	0.86473
2781	0.86473
2782	0.62537
2783	0.62537
2784	1.19839
2785	1.19839
2786	-1.15922
2787	-1.15922
2788	-1.01684
2789	-1.01684
2790	0.938272
2791	0.938272
2792	0.979082
2793	0.979082
2794	1.52897
2795	1.52897
2796	-1.10185
2797	-1.10185
2798	1.03657
2799	1.03657
2800	1.14518
2801	1.14518
2802	-0.862461
2803	-0.862461
2804	-1.01071
2805	-1.01071
2806	-0.954767
2807	-0.954767
2808	0.802488
2809	0.802488
2810	1.14103
2811	1.14103
2812	-0.95841
2813	-0.95841
2814	1.08809
2815	1.08809
2816	-1.26275
2817	-1.26275
2818	1.33131
2819	1.33131
2820	0.889695
2821	0.889695
2822	-1.09587
2823	-1.09587
2824	1.21281
2825	1.21281
2826	-0.743013
2827	-0.743013
2828	1.12926
2829	1.12926
2830	0.83994
2831	0.83994
2832	-0.990216
2833	-0.990216
2834	0.916314
2835	0.916314
2836	1.08745
2837	1.08745
2838	0.939784
2839	0.939784
2840	0.717065
2841	0.717065
2842	-0.879266
2843	-0.879266
2844	1.155
2845	1.155
2846	0.582773
2847	0.582773
2848	0.718697
2849	0.718697
2850	1.06219
2851	1.06219
2852	0.806005
2853	0.806005
2854	1.08925
2855	1.08925
2856	1.05319
2857	1.05319
2858	0.829083
2859	0.829083
2860	0.720301
2861	0.720301
2862	0.675856
2863	0.675856
2864	-1.08572
2865	-1.08572
2866	1.24437
2867	1.24437
2868	0.622079
2869	0.622079
2870	-0.879876
2871	-0.879876
2872	-0.969395
2873	-0.969395
2874	-0.742543
2875	-0.742543
2876	1.03141
2877	1.03141
2878	-1.06814
2879	-1.06814
2880	-0.617385
2881	-0.617385
2882	0.630899
2883	0.630899
2884	-0.992917
2885	-0.992917
2886	-1.14187
2887	-1.14187
2888	-0.965963
2889	-0.965963
2890	-0.869009
2891	-0.869009
2892	-0.855417
2893	-0.855417
2894	-0.83789
2895	-0.83789
2896	1.02438
2897	1.02438
2898	-1.03078
2899	-1.03078
2900	0.943379
2901	0.943379
2902	-0.762147
2903	-0.762147
2904	-1.12136
2905	-1.12136
2906	0.629972
2907	0.629972
2908	-0.830565
2909	-0.830565
2910	0.956558
2911	0.956558
2912	0.921833
2913	0.921833
2914	1.04358
2915	1.04358
2916	1.08337
2917	1.08337
2918	-0.767263
2919	-0.767263
2920	-1.14153
2921	-1.14153
2922	0.849369
2923	0.849369
2924	1.02816
2925	1.02816
2926	-0.884309
2927	-0.884309
2928	0.597227
2929	0.597227
2930	-0.842107
2931	-0.842107
2932	0.860131
2933	0.860131
2934	1.04584
2935	1.04584
2936	-1.09211
2937	-1.09211
2938	-1.05755
2939	-1.05755
2940	0.90089
2941	0.90089
2942	1.18324
2943	1.18324
2944	1.03526
2945	1.03526
2946	-0.872533
2947	-0.872533
2948	-1.30359
2949	-1.30359
2950	0.961549
2951	0.961549
2952	-0.822215
2953	-0.822215
2954	0.85584
2955	0.85584
2956	-1.15771
2957	-1.15771
2958	-1.06519
2959	-1.06519
2960	-0.860173
2961	-0.860173
2962	-0.917243
2963	-0.917243
2964	0.988248
2965	0.988248
2966	0.580253
2967	0.580253
2968	-1.16823
2969	-1.16823
2970	0.79308
2971	0.79308
2972	-1.23194
2973	-1.23194
2974	-1.00439
2975	-1.00439
2976	-0.977142
2977	-0.977142
2978	1.07905
2979	1.07905
2980	0.832272
2981	0.832272
2982	-1.15662
2983	-1.15662
2984	-1.0774
2985	-1.0774
2986	-1.06831
2987	-1.06831
2988	1.23133
2989	1.23133
2990	-1.03072
2991	-1.03072
2992	-1.24193
2993	-1.24193
2994	-0.794139
2995	-0.794139
2996	-0.708248
2997	-0.708248
2998	-0.782065
2999	-0.782065
3000	-0.976395
3001	-0.976395
3002	-1.095
3003	-1.095
3004	-1.01314
3005	-1.01314
3006	-0.379032
3007	-0.379032
3008	-0.513482
3009	-0.513482
3010	-0.95895
3011	-0.95895
3012	0.827473
3013	0.827473
3014	-0.524493
3015	-0.524493
3016	1.06713
3017	1.06713
3018	-0.774308
3019	-0.774308
3020	-1.06168
3021	-1.06168
3022	0.7063
3023	0.7063
3024	0.691239
3025	0.691239
3026	1.12787
3027	1.12787
3028	0.72205
3029	0.72205
3030	0.904154
3031	0.904154
3032	-1.00477
3033	-1.00477
3034	1.07455
3035	1.07455
3036	-1.12479
3037	-1.12479
3038	0.844491
3039	0.844491
3040	1.01986
3041	1.01986
3042	1.13101
3043	1.13101
3044	0.854414
3045	0.854414
3046	-1.06197
3047	-1.06197
3048	1.06204
3049	1.06204
3050	-0.948199
3051	-0.948199
3052	0.974212
3053	0.974212
3054	1.03558
3055	1.03558
3056	-1.33549
3057	-1.33549
3058	1.27849
3059	1.27849
3060	-0.899475
3061	-0.899475
3062	-1.02888
3063	-1.02888
3064	-0.753903
3065	-0.753903
3066	-1.12385
3067	-1.12385
3068	1.01268
3069	1.01268
3070	0.990638
3071	0.990638
3072	-1.3687
3073	-1.3687
3074	-1.22568
3075	-1.22568
3076	0.854193
3077	0.854193
3078	0.713738
3079	0.713738
3080	0.978073
3081	0.978073
3082	0.954905
3083	0.954905
3084	-0.677805
3085	-0.677805
3086	0.727451
3087	0.727451
3088	0.992574
3089	0.992574
3090	-0.811934
3091	-0.811934
3092	0.994071
3093	0.994071
3094	0.712488
3095	0.712488
3096	-0.850098
3097	-0.850098
3098	1.23092
3099	1.23092
3100	0.888441
3101	0.888441
3102	-1.06212
3103	-1.06212
3104	0.993246
3105	0.993246
3106	-0.551848
3107	-0.551848
3108	-0.98542
3109	-0.98542
3110	-0.0588099
3111	-0.0588099
3112	-1.03271
3113	-1.03271
3114	-0.450239
3115	-0.450239
3116	-1.0906
3117	-1.0906
3118	-0.971014
3119	-0.971014
3120	-0.792511
3121	-0.792511
3122	-0.793349
3123	-0.793349
3124	0.880185
3125	0.880185
3126	-1.25751
3127	-1.25751
3128	0.788293
3129	0.788293
3130	0.574256
3131	0.574256
3132	-0.953224
3133	-0.953224
3134	0.926666
3135	0.926666
3136	0.798335
3137	0.798335
3138	-0.847868
3139	-0.847868
3140	0.842768
3141	0.842768
3142	0.618934
3143	0.618934
3144	1.03766
3145	1.03766
3146	1.13062
3147	1.13062
3148	1.24125
3149	1.24125
3150	-1.15109
3151	-1.15109
3152	0.884788
3153	0.884788
3154	-1.09818
3155	-1.09818
3156	1.18289
3157	1.18289
3158	0.995185
3159	0.995185
3160	-1.39941
3161	-1.39941
3162	0.720306
3163	0.720306
3164	-1.08108
3165	-1.08108
3166	1.14038
3167	1.14038
3168	1.05634
3169	1.05634
3170	0.290358
3171	0.290358
3172	1.06945
3173	1.06945
3174	0.926021
3175	0.926021
3176	-1.13532
3177	-1.13532
3178	-1.02934
3179	-1.02934
3180	0.869319
3181	0.869319
3182	-1.11082
3183	-1.11082
3184	1.10995
3185	1.10995
3186	-0.550461
3187	-0.550461
3188	-0.784714
3189	-0.784714
3190	0.817003
3191	0.817003
3192	0.710801
3193	0.710801
3194	1.25829
3195	1.25829
3196	-0.954171
3197	-0.954171
3198	0.0719918
3199	0.0719918
3200	1.01442
3201	1.01442
3202	-0.543597
3203	-0.543597
3204	1.15258
3205	1.15258
3206	-0.894999
3207	-0.894999
3208	1.17399
3209	1.17399
3210	0.888684
3211	0.888684
3212	-0.904419
3213	-0.904419
3214	0.906881
3215	0.906881
3216	-1.15653
3217	-1.15653
3218	0.959578
3219	0.959578
3220	1.15355
3221	1.15355
3222	1.11221
3223	1.11221
3224	1.1062
3225	1.1062
3226	-1.02641
3227	-1.02641
3228	1.02614
3229	1.02614
3230	-0.782724
3231	-0.782724
3232	1.02943
3233	1.02943
3234	1.0321
3235	1.0321
3236	0.817474
3237	0.817474
3238	0.914667
3239	0.914667
3240	-1.24891
3241	-1.24891
3242	-0.923529
3243	-0.923529
3244	1.23288
3245	1.23288
3246	-1.02299
3247	-1.02299
3248	-1.22618
3249	-1.22618
3250	-0.914156
3251	-0.914156
3252	-0.789598
3253	-0.789598
3254	0.457246
3255	0.457246
3256	-1.05242
3257	-1.05242
3258	1.09112
3259	1.09112
3260	1.10302
3261	1.10302
3262	-0.902671
3263	-0.902671
3264	-1.14673
3265	-1.14673
3266	-1.07862
3267	-1.07862
3268	1.034
3269	1.034
3270	-0.861546
3271	-0.861546
3272	0.926458
3273	0.926458
3274	-0.913499
3275	-0.913499
3276	-0.911838
3277	-0.911838
3278	-1.15872
3279	-1.15872
3280	-1.06527
3281	-1.06527
3282	1.0391
3283	1.0391
3284	0.842599
3285	0.842599
3286	1.14797
3287	1.14797
3288	-0.806019
3289	-0.806019
3290	-1.03756
3291	-1.03756
3292	1.06364
3293	1.06364
3294	1.1729
3295	1.1729
3296	1.26615
3297	1.26615
3298	-0.888546
3299	-0.888546
3300	-0.952484
3301	-0.952484
3302	0.887691
3303	0.887691
3304	1.18196
3305	1.18196
3306	0.953224
3307	0.953224
3308	-0.859759
3309	-0.859759
3310	1.04925
3311	1.04925
3312	-1.16836
3313	-1.16836
3314	-0.871506
3315	-0.871506
3316	1.11409
3317	1.11409
3318	-0.847243
3319	-0.847243
3320	-1.00391
3321	-1.00391
3322	1.05832
3323	1.05832
3324	-1.05707
3325	-1.05707
3326	0.776115
3327	0.776115
3328	-0.855889
3329	-0.855889
3330	-0.639757
3331	-0.639757
3332	-0.968908
3333	-0.968908
3334	-0.345332
3335	-0.345332
3336	1.07246
3337	1.07246
3338	1.05749
3339	1.05749
3340	0.966111
3341	0.966111
3342	-1.10045
3343	-1.10045
3344	-0.650776
3345	-0.650776
3346	0.83735
3347	0.83735
3348	-0.731787
3349	-0.731787
3350	0.976776
3351	0.976776
3352	-1.2234
3353	-1.2234
3354	-0.57713
3355	-0.57713
3356	-1.12715
3357	-1.12715
3358	0.436001
3359	0.436001
3360	0.947825
3361	0.947825
3362	-1.07351
3363	-1.07351
3364	-0.747724
3365	-0.747724
3366	-0.791965
3367	-0.791965
3368	0.764754
3369	0.764754
3370	1.22575
3371	1.22575
3372	-1.00522
3373	-1.00522
3374	1.17998
3375	1.17998
3376	1.27412
3377	1.27412
3378	1.13619
3379	1.13619
3380	-0.848985
3381	-0.848985
3382	-0.676179
3383	-0.676179
3384	-0.929293
3385	-0.929293
3386	0.923005
3387	0.923005
3388	1.0516
3389	1.0516
3390	1.06557
3391	1.06557
3392	-1.03827
3393	-1.03827
3394	-0.99937
3395	-0.99937
3396	0.47071
3397	0.47071
3398	-0.974793
3399	-0.974793
3400	1.16415
3401	1.16415
3402	-0.974726
3403	-0.974726
3404	1.21699
3405	1.21699
3406	0.666481
3407	0.666481
3408	-0.958385
3409	-0.958385
3410	-0.392009
3411	-0.392009
3412	-0.93955
3413	-0.93955
3414	-0.763367
